Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
attSorceryRank2LongDesc,progression,Attribute,,,"Your training is complete, you're now an [2f9970]Initiate[-] Sorcerer:\n• Learn how to craft an [ae92d5]Arcane Wheel[-] tailoring station\n• All Sorcery is [ae92d5]20%[-] more destructive and effective\n• All Spellcasting is [ae92d5]10%[-] faster\n• Maximum Spirit is increased by [ae92d5]20[-]\n• Spirit Regeneration is increased by [ae92d5]0.2[-]",,,,,,,,,,,,,,
attSorceryRank3Desc,progression,Attribute,,,"Novice Training",,,,,,,,,,,,,,
attSorceryRank3LongDesc,progression,Attribute,,,"You're training to become a [36dc2a]Novice[-] Sorcerer:\n• All Sorcery is [ae92d5]30%[-] more destructive and effective\n• All Spellcasting is [ae92d5]15%[-] faster\n• Maximum Spirit is increased by [ae92d5]30[-]\n• Spirit Regeneration is increased by [ae92d5]0.3[-]",,,,,,,,,,,,,,
attSorceryRank4Desc,progression,Attribute,,,"[36dc2a]NOVICE[-] Sorcerer",,,,,,,,,,,,,,
attSorceryRank4LongDesc,progression,Attribute,,,"Your training is complete, you're now a [36dc2a]Novice[-] Sorcerer:\n• Learn how to craft various [ae92d5]Scrolls[-] at a Sorcerer Desk\n• All Sorcery is [ae92d5]40%[-] more destructive and effective\n• All Spellcasting is [ae92d5]20%[-] faster\n• Maximum Spirit is increased by [ae92d5]40[-]\n• Spirit Regeneration is increased by [ae92d5]0.4[-]",,,,,,,,,,,,,,
attSorceryRank5Desc,progression,Attribute,,,"Adept Training",,,,,,,,,,,,,,
attSorceryRank5LongDesc,progression,Attribute,,,"You're training to become an [407fff]Adept[-] Sorcerer:\n• All Sorcery is [ae92d5]50%[-] more destructive and effective\n• All Spellcasting is [ae92d5]25%[-] faster\n• Maximum Spirit is increased by [ae92d5]50[-]\n• Spirit Regeneration is increased by [ae92d5]0.5[-]",,,,,,,,,,,,,,
attSorceryRank6Desc,progression,Attribute,,,"[407fff]ADEPT[-] Sorcerer",,,,,,,,,,,,,,
attSorceryRank6LongDesc,progression,Attribute,,,"Your training is complete, you're now an [407fff]Adept[-] Sorcerer:\n• All Sorcery is [ae92d5]60%[-] more destructive and effective\n• All Spellcasting is [ae92d5]30%[-] faster\n• Maximum Spirit is increased by [ae92d5]60[-]\n• Spirit Regeneration is increased by [ae92d5]0.6[-]",,,,,,,,,,,,,,
attSorceryRank7Desc,progression,Attribute,,,"Expert Training",,,,,,,,,,,,,,
attSorceryRank7LongDesc,progression,Attribute,,,"You're training to become an [ba3fd0]Expert[-] Sorcerer:\n• All Sorcery is [ae92d5]70%[-] more destructive and effective\n• All Spellcasting is [ae92d5]35%[-] faster\n• Maximum Spirit is increased by [ae92d5]70[-]\n• Spirit Regeneration is increased by [ae92d5]0.7[-]",,,,,,,,,,,,,,
attSorceryRank8Desc,progression,Attribute,,,"[ba3fd0]EXPERT[-] Sorcerer",,,,,,,,,,,,,,
attSorceryRank8LongDesc,progression,Attribute,,,"Your training is complete, you're now an [ba3fd0]Expert[-] Sorcerer:\n• All Sorcery is [ae92d5]80%[-] more destructive and effective\n• All Spellcasting is [ae92d5]40%[-] faster\n• Maximum Spirit is increased by [ae92d5]80[-]\n• Spirit Regeneration is increased by [ae92d5]0.8[-]",,,,,,,,,,,,,,
attSorceryRank9Desc,progression,Attribute,,,"Master Training",,,,,,,,,,,,,,
attSorceryRank9LongDesc,progression,Attribute,,,"You're training to become a [e60000]Master[-] Sorcerer:\n• All Sorcery is [ae92d5]90%[-] more destructive and effective\n• All Spellcasting is [ae92d5]45%[-] faster\n• Maximum Spirit is increased by [ae92d5]90[-]\n• Spirit Regeneration is increased by [ae92d5]0.9[-]",,,,,,,,,,,,,,
attSorceryRank10Desc,progression,Attribute,,,"[e60000]MASTER[-] Sorcerer",,,,,,,,,,,,,,
attSorceryRank10LongDesc,progression,Attribute,,,"Your training is complete, you're now a [e60000]Master[-] Sorcerer:\n• All Sorcery is [ae92d5]100%[-] more destructive and effective\n• All Spellcasting is [ae92d5]50%[-] faster\n• Maximum Spirit is increased by [ae92d5]100[-]\n• Spirit Regeneration is increased by [ae92d5]1.0[-]\n• [36dc2a]You gain the knowledge to Master a Second Element[-]",,,,,,,,,,,,,,

attsorceryfire,progression,Attribute,,,"Fire Sorcery",,,,,,,,,,,,,,
attSorceryFireDesc,progression,Attribute,,,"Fire Sorcery is the measure of your spellcasting, crafting and overall ability as a Fire Sorcerer. Exploding and Cremating foes to mere ash are the specialties of a Fire Sorcerer. [36dc2a][U]Requires Fire Skill Elixir(s) to increase[/U]. Hunt Fire Fallen and Awakened to obtain Fire Skill Elixir(s)![-]",,,,,,,,,,,,,,
attSorceryFireName,progression,Attribute,,,Attribute: Fire Sorcery,,,,,,,,,,,,,,
attSorceryFireRank1Desc,progression,Attribute,,,"Path of The Fire Sorcerer",,,,,,,,,,,,,,
attSorceryFireRank1LongDesc,progression,Attribute,,,"You're training to become an [2f9970]Initiate[-] Fire Sorcerer:\n\nYou sense and feel very differently... something inside of you is awakening.",,,,,,,,,,,,,,
attSorceryFireRank2Desc,progression,Attribute,,,"[2f9970]INITIATE[-] Fire Sorcerer",,,,,,,,,,,,,,
attSorceryFireRank2LongDesc,progression,Attribute,,,"You are now an [2f9970]Initiate[-] Fire Sorcerer:\n• Unlock [2f9970]Initiate[-] Fire Spells, Weapons, Armor and Traps.\n• Learn to craft a [ae92d5]Fire Spellforge[-] crafting station\n• Harvest [ae92d5]Fire Essence[-] from Burnt Biome, Burnt Trees and Coal Ore\n• All Fire Sorcery is [ae92d5]20%[-] more destructive\n• Fire Spellcasting is [ae92d5]10%[-] faster",,,,,,,,,,,,,,
attSorceryFireRank3Desc,progression,Attribute,,,"Novice Training",,,,,,,,,,,,,,
attSorceryFireRank3LongDesc,progression,Attribute,,,"You're training to become a [36dc2a]Novice[-] Fire Sorcerer:\n• All Fire Sorcery is now [ae92d5]30%[-] more destructive\n• Crafting at a Fire Spellforge is [ae92d5]10%[-] faster\n• Fire Spellcasting is [ae92d5]15%[-] faster",,,,,,,,,,,,,,
attSorceryFireRank4Desc,progression,Attribute,,,"[36dc2a]NOVICE[-] Fire Sorcerer",,,,,,,,,,,,,,
attSorceryFireRank4LongDesc,progression,Attribute,,,"You are now a [36dc2a]Novice[-] Fire Sorcerer:\n• Unlock [36dc2a]Novice[-] Fire Spells, Weapons, Armor and Traps\n• Unlock Fire Sorcery Upgrades [ae92d5]+1[-] Level\n• Harvest [ae92d5]+50%[-] Essence from Burnt Biome, Burnt Trees and Coal Ore\n• All Fire Sorcery is now [ae92d5]40%[-] more destructive\n• Fire Spellcasting is [ae92d5]20%[-] faster",,,,,,,,,,,,,,
attSorceryFireRank5Desc,progression,Attribute,,,"Adept Training",,,,,,,,,,,,,,
attSorceryFireRank5LongDesc,progression,Attribute,,,"You're training to become an [407fff]Adept[-] Fire Sorcerer:\n• All Fire Sorcery is now [ae92d5]50%[-] more destructive\n• Crafting at a Fire Spellforge is [ae92d5]20%[-] faster\n• Fire Spellcasting is [ae92d5]25%[-] faster",,,,,,,,,,,,,,
attSorceryFireRank6Desc,progression,Attribute,,,"[407fff]ADEPT[-] Fire Sorcerer",,,,,,,,,,,,,,
attSorceryFireRank6LongDesc,progression,Attribute,,,"You are now an [407fff]Adept[-] Fire Sorcerer:\n• Unlock [407fff]Adept[-] Fire Spells, Weapons, Armor and Traps\n• Unlock Fire Sorcery Upgrades [ae92d5]+2[-] Levels\n• Harvest [ae92d5]+100%[-] Essence from Burnt Biome, Burnt Trees and Coal Ore\n• All Fire Sorcery is now [ae92d5]60%[-] more destructive\n• Fire Spellcasting is [ae92d5]30%[-] faster",,,,,,,,,,,,,,
attSorceryFireRank7Desc,progression,Attribute,,,"Expert Training",,,,,,,,,,,,,,
attSorceryFireRank7LongDesc,progression,Attribute,,,"You're training to become an [ba3fd0]Expert[-] Fire Sorcerer:\n• All Fire Sorcery is now [ae92d5]70%[-] more destructive\n• Crafting at a Fire Spellforge is [ae92d5]30%[-] faster\n• Fire Spellcasting is [ae92d5]35%[-] faster",,,,,,,,,,,,,,
attSorceryFireRank8Desc,progression,Attribute,,,"[ba3fd0]EXPERT[-] Fire Sorcerer",,,,,,,,,,,,,,
attSorceryFireRank8LongDesc,progression,Attribute,,,"You are now an [ba3fd0]Expert[-] Fire Sorcerer:\n• Unlock [ba3fd0]Expert[-] Fire Spells, Weapons, Armor and Traps\n• Unlock Fire Sorcery Upgrades [ae92d5]+3[-] Levels\n• Harvest [ae92d5]+150%[-] Essence from Burnt Biome, Burnt Trees and Coal Ore\n• All Fire Sorcery is now [ae92d5]80%[-] more destructive\n• Fire Spellcasting is [ae92d5]40%[-] faster",,,,,,,,,,,,,,
attSorceryFireRank9Desc,progression,Attribute,,,"Master Training",,,,,,,,,,,,,,
attSorceryFireRank9LongDesc,progression,Attribute,,,"You're training to become a [e60000]Master[-] Fire Sorcerer:\n• All Fire Sorcery is now [ae92d5]90%[-] more destructive\n• Crafting at a Fire Spellforge is [ae92d5]40%[-] faster\n• Fire Spellcasting is [ae92d5]45%[-] faster",,,,,,,,,,,,,,
attSorceryFireRank10Desc,progression,Attribute,,,"[e60000]MASTER[-] Fire Sorcerer",,,,,,,,,,,,,,
attSorceryFireRank10LongDesc,progression,Attribute,,,"You are now a [e60000]Master[-] Fire Sorcerer:\n• Unlock [e60000]Master[-] Fire Spells, Weapons, Armor and Traps\n• Unlock Fire Sorcery Upgrades [ae92d5]+4[-] Levels\n• Harvest [ae92d5]+200%[-] Essence from Burnt Biome, Burnt Trees and Coal Ore\n• All Fire Sorcery is now [ae92d5]100%[-] more destructive\n• Fire Spellcasting is [ae92d5]50%[-] faster",,,,,,,,,,,,,,

attsorceryice,progression,Attribute,,,"Ice Sorcery",,,,,,,,,,,,,,
attSorceryIceDesc,progression,Attribute,,,"Ice Sorcery is the measure of your spellcasting, crafting and overall ability as an Ice Sorcerer. Freezing and Shattering foes into bits are the specialties of an Ice Sorcerer. [36dc2a][U]Requires Ice Skill Elixir(s) to increase[/U].\n• [I]Hunt Ice Fallen and Awakened to obtain Ice Skill Elixir(s)[/I][-]",,,,,,,,,,,,,,
attSorceryIceName,progression,Attribute,,,Attribute: Ice Sorcery,,,,,,,,,,,,,,
attSorceryIceRank1Desc,progression,Attribute,,,"Path of The Ice Sorcerer",,,,,,,,,,,,,,
attSorceryIceRank1LongDesc,progression,Attribute,,,"You're training to become an [2f9970]Initiate[-] Ice Sorcerer:\n\nYou sense and feel very differently... something inside of you is awakening.",,,,,,,,,,,,,,
attSorceryIceRank2Desc,progression,Attribute,,,"[2f9970]INITIATE[-] Ice Sorcerer",,,,,,,,,,,,,,
attSorceryIceRank2LongDesc,progression,Attribute,,,"You are now an [2f9970]Initiate[-] Ice Sorcerer:\n• Unlock [2f9970]Initiate[-] Ice Spells, Weapons, Armor and Traps.\n• Learn to craft an [ae92d5]Ice Spellforge[-] crafting station\n• Harvest [ae92d5]Ice Essence[-] from Snow Biome, Snow Trees and Nitrate Ore\n• All Ice Sorcery is [ae92d5]20%[-] more destructive\n• Ice Spellcasting is [ae92d5]10%[-] faster",,,,,,,,,,,,,,
attSorceryIceRank3Desc,progression,Attribute,,,"Novice Training",,,,,,,,,,,,,,
attSorceryIceRank3LongDesc,progression,Attribute,,,"You're training to become a [36dc2a]Novice[-] Ice Sorcerer:\n• All Ice Sorcery is now [ae92d5]30%[-] more destructive\n• Crafting at an Ice Spellforge is [ae92d5]10%[-] faster\n• Ice Spellcasting is [ae92d5]15%[-] faster",,,,,,,,,,,,,,
attSorceryIceRank4Desc,progression,Attribute,,,"[36dc2a]NOVICE[-] Ice Sorcerer",,,,,,,,,,,,,,
attSorceryIceRank4LongDesc,progression,Attribute,,,"You are now a [36dc2a]Novice[-] Ice Sorcerer:\n• Unlock [36dc2a]Novice[-] Ice Spells, Weapons, Armor and Traps\n• Unlock Ice Sorcery Upgrades [ae92d5]+1[-] Level\n• Harvest [ae92d5]+50%[-] Essence from Snow Biome, Snow Trees and Nitrate Ore\n• All Ice Sorcery is now [ae92d5]40%[-] more destructive\n• Ice Spellcasting is [ae92d5]20%[-] faster",,,,,,,,,,,,,,
attSorceryIceRank5Desc,progression,Attribute,,,"Adept Training",,,,,,,,,,,,,,
attSorceryIceRank5LongDesc,progression,Attribute,,,"You're training to become an [407fff]Adept[-] Ice Sorcerer:\n• All Ice Sorcery is now [ae92d5]50%[-] more destructive\n• Crafting at an Ice Spellforge is [ae92d5]20%[-] faster\n• Ice Spellcasting is [ae92d5]25%[-] faster",,,,,,,,,,,,,,
attSorceryIceRank6Desc,progression,Attribute,,,"[407fff]ADEPT[-] Ice Sorcerer",,,,,,,,,,,,,,
attSorceryIceRank6LongDesc,progression,Attribute,,,"You are now an [407fff]Adept[-] Ice Sorcerer:\n• Unlock [407fff]Adept[-] Ice Spells, Weapons, Armor and Traps\n• Unlock Ice Sorcery Upgrades [ae92d5]+2[-] Levels\n• Harvest [ae92d5]+100%[-] Essence from Snow Biome, Snow Trees and Nitrate Ore\n• All Ice Sorcery is now [ae92d5]60%[-] more destructive\n• Ice Spellcasting is [ae92d5]30%[-] faster",,,,,,,,,,,,,,
attSorceryIceRank7Desc,progression,Attribute,,,"Expert Training",,,,,,,,,,,,,,
attSorceryIceRank7LongDesc,progression,Attribute,,,"You're training to become an [ba3fd0]Expert[-] Ice Sorcerer:\n• All Ice Sorcery is now [ae92d5]70%[-] more destructive\n• Crafting at an Ice Spellforge is [ae92d5]30%[-] faster\n• Ice Spellcasting is [ae92d5]35%[-] faster",,,,,,,,,,,,,,
attSorceryIceRank8Desc,progression,Attribute,,,"[ba3fd0]EXPERT[-] Ice Sorcerer",,,,,,,,,,,,,,
attSorceryIceRank8LongDesc,progression,Attribute,,,"You are now an [ba3fd0]Expert[-] Ice Sorcerer:\n• Unlock [ba3fd0]Expert[-] Ice Spells, Weapons, Armor and Traps\n• Unlock Ice Sorcery Upgrades [ae92d5]+3[-] Levels\n• Harvest [ae92d5]+150%[-] Essence from Snow Biome, Snow Trees and Nitrate Ore\n• All Ice Sorcery is now [ae92d5]80%[-] more destructive\n• Ice Spellcasting is [ae92d5]40%[-] faster",,,,,,,,,,,,,,
attSorceryIceRank9Desc,progression,Attribute,,,"Master Training",,,,,,,,,,,,,,
attSorceryIceRank9LongDesc,progression,Attribute,,,"You're training to become a [e60000]Master[-] Ice Sorcerer:\n• All Ice Sorcery is now [ae92d5]90%[-] more destructive\n• Crafting at an Ice Spellforge is [ae92d5]40%[-] faster\n• Ice Spellcasting is [ae92d5]45%[-] faster",,,,,,,,,,,,,,
attSorceryIceRank10Desc,progression,Attribute,,,"[e60000]MASTER[-] Ice Sorcerer",,,,,,,,,,,,,,
attSorceryIceRank10LongDesc,progression,Attribute,,,"You are now a [e60000]Master[-] Ice Sorcerer:\n• Unlock [e60000]Master[-] Ice Spells, Weapons, Armor and Traps\n• Unlock Ice Sorcery Upgrades [ae92d5]+4[-] Levels\n• Harvest [ae92d5]+200%[-] Essence from Snow Biome, Snow Trees and Nitrate Ore\n• All Ice Sorcery is now [ae92d5]100%[-] more destructive\n• Ice Spellcasting is [ae92d5]50%[-] faster",,,,,,,,,,,,,,

attsorcerylightning,progression,Attribute,,,"Lightning Sorcery",,,,,,,,,,,,,,
attSorceryLightningDesc,progression,Attribute,,,"Coming Soon! Help speed up the process by becoming a Supporter: [ae92d5]www.SorceryMod.com[-]",,,,,,,,,,,,,,
attSorceryLightningName,progression,Attribute,,,Attribute: Lightning Sorcery,,,,,,,,,,,,,,
attSorceryLightningRank1Desc,progression,Attribute,,,"Path of The Lightning Sorcerer",,,,,,,,,,,,,,
attSorceryLightningRank1LongDesc,progression,Attribute,,,"You're training to become an [2f9970]Initiate[-] Lightning Sorcerer:\n\nYou sense and feel very differently... something inside of you is awakening.",,,,,,,,,,,,,,
attSorceryLightningRank2Desc,progression,Attribute,,,"[2f9970]INITIATE[-] Lightning Sorcerer",,,,,,,,,,,,,,
attSorceryLightningRank2LongDesc,progression,Attribute,,,"You are now an [2f9970]Initiate[-] Lightning Sorcerer:\n• Unlock [2f9970]Initiate[-] Lightning Spells, Weapons, Armor and Traps.\n• Learn to craft a [ae92d5]Lightning Spellforge[-] crafting station\n• Harvest [ae92d5]Lightning Essence[-] from Forest Biome, Pine Trees and Lead Ore\n• All Lightning Sorcery is [ae92d5]20%[-] more destructive\n• Lightning Spellcasting is [ae92d5]10%[-] faster",,,,,,,,,,,,,,
attSorceryLightningRank3Desc,progression,Attribute,,,"Novice Training",,,,,,,,,,,,,,
attSorceryLightningRank3LongDesc,progression,Attribute,,,"You're training to become a [36dc2a]Novice[-] Lightning Sorcerer:\n• All Lightning Sorcery is now [ae92d5]30%[-] more destructive\n• Crafting at a Lightning Spellforge is [ae92d5]10%[-] faster\n• Lightning Spellcasting is [ae92d5]15%[-] faster",,,,,,,,,,,,,,
attSorceryLightningRank4Desc,progression,Attribute,,,"[36dc2a]NOVICE[-] Lightning Sorcerer",,,,,,,,,,,,,,
attSorceryLightningRank4LongDesc,progression,Attribute,,,"You are now a [36dc2a]Novice[-] Lightning Sorcerer:\n• Unlock [36dc2a]Novice[-] Lightning Spells, Weapons, Armor and Traps\n• Unlock Lightning Sorcery Upgrades [ae92d5]+1[-] Level\n• Harvest [ae92d5]+50%[-] Essence from Forest Biome, Pine Trees and Lead Ore\n• All Lightning Sorcery is now [ae92d5]40%[-] more destructive\n• Lightning Spellcasting is [ae92d5]20%[-] faster",,,,,,,,,,,,,,
attSorceryLightningRank5Desc,progression,Attribute,,,"Adept Training",,,,,,,,,,,,,,
attSorceryLightningRank5LongDesc,progression,Attribute,,,"You're training to become an [407fff]Adept[-] Lightning Sorcerer:\n• All Lightning Sorcery is now [ae92d5]50%[-] more destructive\n• Crafting at a Lightning Spellforge is [ae92d5]20%[-] faster\n• Lightning Spellcasting is [ae92d5]25%[-] faster",,,,,,,,,,,,,,
attSorceryLightningRank6Desc,progression,Attribute,,,"[407fff]ADEPT[-] Lightning Sorcerer",,,,,,,,,,,,,,
attSorceryLightningRank6LongDesc,progression,Attribute,,,"You are now an [407fff]Adept[-] Lightning Sorcerer:\n• Unlock [407fff]Adept[-] Lightning Spells, Weapons, Armor and Traps\n• Unlock Lightning Sorcery Upgrades [ae92d5]+2[-] Levels\n• Harvest [ae92d5]+100%[-] Essence from Forest Biome, Pine Trees and Lead Ore\n• All Lightning Sorcery is now [ae92d5]60%[-] more destructive\n• Lightning Spellcasting is [ae92d5]30%[-] faster",,,,,,,,,,,,,,
attSorceryLightningRank7Desc,progression,Attribute,,,"Expert Training",,,,,,,,,,,,,,
attSorceryLightningRank7LongDesc,progression,Attribute,,,"You're training to become an [ba3fd0]Expert[-] Lightning Sorcerer:\n• All Lightning Sorcery is now [ae92d5]70%[-] more destructive\n• Crafting at a Lightning Spellforge is [ae92d5]30%[-] faster\n• Lightning Spellcasting is [ae92d5]35%[-] faster",,,,,,,,,,,,,,
attSorceryLightningRank8Desc,progression,Attribute,,,"[ba3fd0]EXPERT[-] Lightning Sorcerer",,,,,,,,,,,,,,
attSorceryLightningRank8LongDesc,progression,Attribute,,,"You are now an [ba3fd0]Expert[-] Lightning Sorcerer:\n• Unlock [ba3fd0]Expert[-] Lightning Spells, Weapons, Armor and Traps\n• Unlock Lightning Sorcery Upgrades [ae92d5]+3[-] Levels\n• Harvest [ae92d5]+150%[-] Essence from Forest Biome, Pine Trees and Lead Ore\n• All Lightning Sorcery is now [ae92d5]80%[-] more destructive\n• Lightning Spellcasting is [ae92d5]40%[-] faster",,,,,,,,,,,,,,
attSorceryLightningRank9Desc,progression,Attribute,,,"Master Training",,,,,,,,,,,,,,
attSorceryLightningRank9LongDesc,progression,Attribute,,,"You're training to become a [e60000]Master[-] Lightning Sorcerer:\n• All Lightning Sorcery is now [ae92d5]90%[-] more destructive\n• Crafting at a Lightning Spellforge is [ae92d5]40%[-] faster\n• Lightning Spellcasting is [ae92d5]45%[-] faster",,,,,,,,,,,,,,
attSorceryLightningRank10Desc,progression,Attribute,,,"[e60000]MASTER[-] Lightning Sorcerer",,,,,,,,,,,,,,
attSorceryLightningRank10LongDesc,progression,Attribute,,,"You are now a [e60000]Master[-] Lightning Sorcerer:\n• Unlock [e60000]Master[-] Lightning Spells, Weapons, Armor and Traps\n• Unlock Lightning Sorcery Upgrades [ae92d5]+4[-] Levels\n• Harvest [ae92d5]+200%[-] Essence from Forest Biome, Pine Trees and Lead Ore\n• All Lightning Sorcery is now [ae92d5]100%[-] more destructive\n• Lightning Spellcasting is [ae92d5]50%[-] faster",,,,,,,,,,,,,,

attsorceryunholy,progression,Attribute,,,"Unholy Sorcery",,,,,,,,,,,,,,
attSorceryUnholyDesc,progression,Attribute,,,"Coming Soon! Help speed up the process by becoming a Supporter: [ae92d5]www.SorceryMod.com[-]",,,,,,,,,,,,,,
attSorceryUnholyName,progression,Attribute,,,Attribute: [450000]Unholy[-] Sorcery,,,,,,,,,,,,,,
attSorceryUnholyRank1Desc,progression,Attribute,,,"Path of The [450000]Unholy Sorcerer[-]",,,,,,,,,,,,,,
attSorceryUnholyRank1LongDesc,progression,Attribute,,,"You're training to become an [2f9970]Initiate[-] Unholy Sorcerer:\n\nYou sense and feel very differently... something inside of you is awakening.",,,,,,,,,,,,,,
attSorceryUnholyRank2Desc,progression,Attribute,,,"[2f9970]Initiate[-] Unholy Sorcerer",,,,,,,,,,,,,,
attSorceryUnholyRank2LongDesc,progression,Attribute,,,"Your training is complete, you're now an [2f9970]Initiate[-] Unholy Sorcerer:\n\nSpellcasting is [6600cc]10%[-] faster. Your max Spirit is increased by [6600cc]20.[-]\nYou can now craft an [ae92d5]Arcane Wheel[-] and [450000]Unholy Sorcerer Armor[-] of Poor Quality.",,,,,,,,,,,,,,
attSorceryUnholyRank3Desc,progression,Attribute,,,"Novice Training",,,,,,,,,,,,,,
attSorceryUnholyRank3LongDesc,progression,Attribute,,,"You're training to become a [36dc2a]Novice[-] Unholy Sorcerer:\n\nSpellcasting is [6600cc]15%[-] faster. Your max Spirit is increased by [6600cc]30.[-]",,,,,,,,,,,,,,
attSorceryUnholyRank4Desc,progression,Attribute,,,"[36dc2a]Novice[-] Unholy Sorcerer",,,,,,,,,,,,,,
attSorceryUnholyRank4LongDesc,progression,Attribute,,,"Your training is complete, you're now a [36dc2a]Novice[-] Unholy Sorcerer:\n\nSpellcasting is [6600cc]20%[-] faster. Your max Spirit is increased by [6600cc]40.[-]\nYou now craft Fine Quality [450000]Unholy Sorcerer Armor[-] at an [ae92d5]Arcane Wheel[-].",,,,,,,,,,,,,,
attSorceryUnholyRank5Desc,progression,Attribute,,,"Adept Training",,,,,,,,,,,,,,
attSorceryUnholyRank5LongDesc,progression,Attribute,,,"You're training to become an [407fff]Adept[-] Unholy Sorcerer:\n\nSpellcasting is [6600cc]25%[-] faster. Your max Spirit is increased by [6600cc]50.[-]",,,,,,,,,,,,,,
attSorceryUnholyRank6Desc,progression,Attribute,,,"[407fff]Adept[-] Unholy Sorcerer",,,,,,,,,,,,,,
attSorceryUnholyRank6LongDesc,progression,Attribute,,,"Your training is complete, you're now an [407fff]Adept[-] Unholy Sorcerer:\n\nSpellcasting is [6600cc]30%[-] faster. Your max Spirit is increased by [6600cc]60.[-]\nYou can now craft [407fff]Adept[-] Unholy Sorcerer Armor of Good Quality at an [ae92d5]Arcane Wheel[-].",,,,,,,,,,,,,,
attSorceryUnholyRank7Desc,progression,Attribute,,,"Expert Training",,,,,,,,,,,,,,
attSorceryUnholyRank7LongDesc,progression,Attribute,,,"You're training to become an [ba3fd0]Expert[-] Unholy Sorcerer:\n\nSpellcasting is [6600cc]35%[-] faster. Your max Spirit is increased by [6600cc]70.[-]",,,,,,,,,,,,,,
attSorceryUnholyRank8Desc,progression,Attribute,,,"[ba3fd0]Expert[-] Unholy Sorcerer",,,,,,,,,,,,,,
attSorceryUnholyRank8LongDesc,progression,Attribute,,,"Your training is complete, you're now an [ba3fd0]Expert[-] Unholy Sorcerer:\n\nSpellcasting is [6600cc]40%[-] faster. Your max Spirit is increased by [6600cc]80.[-]\nYou now craft Great Quality [450000]Unholy Sorcerer Armor[-] at an [ae92d5]Arcane Wheel[-].",,,,,,,,,,,,,,
