











SORCERY_START,,LOCALIZATION,,START,,,,,
runeUnique_altinstouchDesc,item_modifiers,mod,New,"Forged with the magical might of Altin himself, this Runeword possess the very power of elements. Imbued with Altin's will, all [ae92d5]Weapons[-] can sustain the power of this Rune.\n\n[9b874d]Altin's Touch[-]: Chance to cast a [970000]Fire[-], [02599c]Ice[-] or [5c009d]Lightning[-] Spell on hit.\nSpirit Burden: 20% (reduced by Rune Mastery).",,,,,

sorceryPotionBottle,items,Food,New,"[ae92d5]Potion Bottle[-]",,,,, 
sorceryPotionBottle2,items,Food,New,"Potion [36dc2a]Bottle II[-]",,,,, 
sorceryPotionBottle3,items,Food,New,"Potion [407fff]Bottle III[-]",,,,, 
sorceryPotionBottle4,items,Food,New,"Potion [ba3fd0]Bottle IV[-]",,,,, 
sorceryPotionBottle5,items,Food,New,"Potion [e60000]Bottle V[-]",,,,, 
sorceryPotionBottleDesc,items,Food,New,"Alchemists can use this [ae92d5]Potion Bottle[-] to make various concoctions.",,,,, 
sorceryPotionBottle2Desc,items,Food,New,"Alchemists can use this Potion [36dc2a]Bottle[-] to make Intermediate concoctions.",,,,, 
sorceryPotionBottle3Desc,items,Food,New,"Alchemists can use this Potion [407fff]Bottle[-] to make Adept concoctions.",,,,, 
sorceryPotionBottle4Desc,items,Food,New,"Alchemists can use this Potion [ba3fd0]Bottle[-] to make Expert concoctions.",,,,, 
sorceryPotionBottle5Desc,items,Food,New,"Alchemists can use this Potion [e60000]Bottle[-] to make Master concoctions.",,,,, 

sorceryPotion_health,items,Food,New,"[2f9970]Health[-] Potion",,,,, 
sorceryPotion_health2,items,Food,New,"[407fff]Health II[-] Potion",,,,, 
sorceryPotion_health3,items,Food,New,"[e60000]Health III[-] Potion",,,,, 
sorceryPotion_healthDesc,items,Food,New,"Concocted by a Novice Alchemist, this [2f9970]Health Potion[-] is capable of replenishing lost health by a small amount.\n\n[008e00]POTENCY[-]: +20% Health per Level.",,,,, 
sorceryPotion_health2Desc,items,Food,New,"Concocted by an Adept Alchemist, this [407fff]Health Potion[-] is capable of replenishing lost health by a moderate amount.\n\n[008e00]POTENCY[-]: +20% Health per Level.",,,,, 
sorceryPotion_health3Desc,items,Food,New,"Concocted by a Master Alchemist, this [e60000]Health Potion[-] is capable of replenishing lost health by a large amount.\n\n[008e00]POTENCY[-]: +20% Health per Level.",,,,, 

sorceryPotion_stamina,items,Food,New,"[2f9970]Stamina[-] Potion",,,,, 
sorceryPotion_stamina2,items,Food,New,"[407fff]Stamina II[-] Potion",,,,, 
sorceryPotion_stamina3,items,Food,New,"[e60000]Stamina III[-] Potion",,,,, 
sorceryPotion_staminaDesc,items,Food,New,"Concocted by a Novice Alchemist, this [2f9970]Stamina Potion[-] is capable of replenishing lost stamina by a small amount.\n\n[008e00]POTENCY[-]: +20% Stamina per Level.",,,,, 
sorceryPotion_stamina2Desc,items,Food,New,"Concocted by an Adept Alchemist, this [407fff]Stamina Potion[-] is capable of replenishing lost stamina by a moderate amount.\n\n[008e00]POTENCY[-]: +20% Stamina per Level.",,,,, 
sorceryPotion_stamina3Desc,items,Food,New,"Concocted by a Master Alchemist, this [e60000]Stamina Potion[-] is capable of replenishing lost stamina by a large amount.\n\n[008e00]POTENCY[-]: +20% Stamina per Level.",,,,, 

sorceryPotion_spirit,items,Food,New,"[2f9970]Spirit[-] Potion",,,,, 
sorceryPotion_spirit2,items,Food,New,"[407fff]Spirit II[-] Potion",,,,, 
sorceryPotion_spirit3,items,Food,New,"[e60000]Spirit III[-] Potion",,,,, 
sorceryPotion_spiritDesc,items,Food,New,"Concocted by a Novice Alchemist, this [2f9970]Spirit Potion[-] is capable of replenishing lost spirit by a small amount.\n\n[008e00]POTENCY[-]: +20% Spirit per Level.",,,,, 
sorceryPotion_spirit2Desc,items,Food,New,"Concocted by an Adept Alchemist, this [407fff]Spirit Potion[-] is capable of replenishing lost spirit by a moderate amount.\n\n[008e00]POTENCY[-]: +20% Spirit per Level.",,,,, 
sorceryPotion_spirit3Desc,items,Food,New,"Concocted by a Master Alchemist, this [e60000]Spirit Potion[-] is capable of replenishing lost spirit by a large amount.\n\n[008e00]POTENCY[-]: +20% Spirit per Level.",,,,, 

sorceryPotion_travel,items,Food,New,"[2f9970]Travel[-] Potion",,,,, 
sorceryPotion_travel2,items,Food,New,"[407fff]Travel II[-] Potion",,,,, 
sorceryPotion_travel3,items,Food,New,"[e60000]Travel III[-] Potion",,,,, 
sorceryPotion_travelDesc,items,Food,New,"Concocted by a Novice Alchemist, this [2f9970]Travel Potion[-] will imbue you with faster movement speed outside of combat.\n\n[008e00]POTENCY[-]: +20% Speed per Level.",,,,, 
sorceryPotion_travel2Desc,items,Food,New,"Concocted by an Adept Alchemist, this [407fff]Travel Potion[-] will imbue you with much faster movement speed outside of combat.\n\n[008e00]POTENCY[-]: +20% Speed per Level.",,,,, 
sorceryPotion_travel3Desc,items,Food,New,"Concocted by a Master Alchemist, this [e60000]Travel Potion[-] will imbue you with very fast movement speed outside of combat.\n\n[008e00]POTENCY[-]: +20% Speed per Level.",,,,, 

sorceryPotion_haste,items,Food,New,"[2f9970]Haste[-] Potion",,,,, 
sorceryPotion_haste2,items,Food,New,"[407fff]Haste II[-] Potion",,,,, 
sorceryPotion_haste3,items,Food,New,"[e60000]Haste III[-] Potion",,,,, 
sorceryPotion_hasteDesc,items,Food,New,"Concocted by a Novice Alchemist, this [2f9970]Haste Potion[-] will imbue you with faster attack, harvest and movement speed.\n\n[008e00]POTENCY[-]: +20% Speed per Level.",,,,, 
sorceryPotion_haste2Desc,items,Food,New,"Concocted by an Adept Alchemist, this [407fff]Haste Potion[-] will imbue you with much faster attack, harvest and movement speed.\n\n[008e00]POTENCY[-]: +20% Speed per Level.",,,,, 
sorceryPotion_haste3Desc,items,Food,New,"Concocted by a Master Alchemist, this [e60000]Haste Potion[-] will imbue you with very fast attack, harvest and movement speed.\n\n[008e00]POTENCY[-]: +20% Speed per Level.",,,,, 

sorceryPotion_taunt,items,Food,New,"[2f9970]Taunt[-] Potion",,,,, 
sorceryPotion_taunt2,items,Food,New,"[407fff]Taunt II[-] Potion",,,,, 
sorceryPotion_taunt3,items,Food,New,"[e60000]Taunt III[-] Potion",,,,, 
sorceryPotion_tauntDesc,items,Food,New,"Concocted by a Novice Alchemist, this [2f9970]Taunt Potion[-] will raise your threat and taunt foes within Close range.\n\n[008e00]POTENCY[-]: No Effect.",,,,, 
sorceryPotion_taunt2Desc,items,Food,New,"Concocted by an Adept Alchemist, this [407fff]Taunt Potion[-] will raise your threat and taunt foes from Far range.\n\n[008e00]POTENCY[-]: No Effect.",,,,, 
sorceryPotion_taunt3Desc,items,Food,New,"Concocted by a Master Alchemist, this [e60000]Taunt Potion[-] will raise your threat and taunt foes from Very Far range.\n\n[008e00]POTENCY[-]: No Effect.",,,,, 

sorceryPotion_essence,items,Food,New,"[2f9970]Essence[-] Potion",,,,, 
sorceryPotion_essence2,items,Food,New,"[407fff]Essence II[-] Potion",,,,, 
sorceryPotion_essence3,items,Food,New,"[e60000]Essence III[-] Potion",,,,, 
sorceryPotion_essenceDesc,items,Food,New,"Concocted by a Novice Alchemist, this [2f9970]Essence Potion[-] will increase Essence Harvests of all tiers and types by a Moderate amount.\n\n[008e00]POTENCY[-]: +20% Essence per Level.",,,,, 
sorceryPotion_essence2Desc,items,Food,New,"Concocted by an Adept Alchemist, this [407fff]Essence Potion[-] will increase Essence Harvests of all tiers and types by a Large amount.\n\n[008e00]POTENCY[-]: +20% Essence per Level.",,,,, 
sorceryPotion_essence3Desc,items,Food,New,"Concocted by a Master Alchemist, this [e60000]Essence Potion[-] will increase Essence Harvests of all tiers and types by a Very Large amount.\n\n[008e00]POTENCY[-]: +20% Essence per Level.",,,,, 

sorceryElixir_masteryFire,items,Food,New,"[2f9970]Elixir[-]: Altin's Fire Knowledge",,,,, 
sorceryElixir_masteryFireDesc,items,Food,New,"Concocted by Altin prior to his untimely demise, this [2f9970]Elixir[-] will imbue his successor with permanent Novice knowledge of [970000]Fire Sorcery[-].\n\n[ae92d5]Place in Toolbelt to drink and gain knowledge.[-]",,,,, 
sorceryElixir_masteryIce,items,Food,New,"[2f9970]Elixir[-]: Altin's Ice Knowledge",,,,, 
sorceryElixir_masteryIceDesc,items,Food,New,"Concocted by Altin prior to his untimely demise, this [2f9970]Elixir[-] will imbue his successor with permanent Novice knowledge of [02599c]Ice Sorcery[-].\n\n[ae92d5]Place in Toolbelt to drink and gain knowledge.[-]",,,,, 
sorceryElixir_masteryLightning,items,Food,New,"[2f9970]Elixir[-]: Altin's Lightning Knowledge",,,,, 
sorceryElixir_masteryLightningDesc,items,Food,New,"Concocted by Altin prior to his untimely demise, this [2f9970]Elixir[-] will imbue his successor with permanent Novice knowledge of [5c009d]Lightning Sorcery[-].\n\n[ae92d5]Place in Toolbelt to drink and gain knowledge.[-]",,,,, 

sorceryPotionBomb_fire,items,Gun,New,"[2f9970]Fire[-] Potion Bomb",,,,, 
sorceryPotionBomb_fire2,items,Gun,New,"[407fff]Fire II[-] Potion Bomb",,,,, 
sorceryPotionBomb_fire3,items,Gun,New,"[e60000]Fire III[-] Potion Bomb",,,,, 
sorceryPotionBomb_fireDesc,items,Gun,New,"Concocted by a Novice Alchemist, this [2f9970]Potion Bomb[-] will Incinerate a Small group of foes while Seldomly Exploding.\n\n[008e00]POTENCY[-]: +20% Damage per Level.",,,,, 
sorceryPotionBomb_fire2Desc,items,Gun,New,"Concocted by an Adept Alchemist, this [407fff]Potion Bomb[-] will Incinerate a Medium group of foes while Occasionally Exploding.\n\n[008e00]POTENCY[-]: +20% Damage per Level.",,,,, 
sorceryPotionBomb_fire3Desc,items,Gun,New,"Concocted by a Master Alchemist, this [e60000]Potion Bomb[-] will Incinerate a Large group of foes while Frequently Exploding.\n\n[008e00]POTENCY[-]: +20% Damage per Level.",,,,, 

sorceryPotionBomb_ice,items,Gun,New,"[2f9970]Ice[-] Potion Bomb",,,,, 
sorceryPotionBomb_ice2,items,Gun,New,"[407fff]Ice II[-] Potion Bomb",,,,, 
sorceryPotionBomb_ice3,items,Gun,New,"[e60000]Ice III[-] Potion Bomb",,,,, 
sorceryPotionBomb_iceDesc,items,Gun,New,"Concocted by a Novice Alchemist, this [2f9970]Potion Bomb[-] will Iceburn a Small group of foes while Seldomly Freezing.\n\n[008e00]POTENCY[-]: +20% Damage per Level.",,,,, 
sorceryPotionBomb_ice2Desc,items,Gun,New,"Concocted by an Adept Alchemist, this [407fff]Potion Bomb[-] will Iceburn a Medium group of foes while Occasionally Freezing.\n\n[008e00]POTENCY[-]: +20% Damage per Level.",,,,, 
sorceryPotionBomb_ice3Desc,items,Gun,New,"Concocted by a Master Alchemist, this [e60000]Potion Bomb[-] will Iceburn a Large group of foes while Frequently Freezing.\n\n[008e00]POTENCY[-]: +20% Damage per Level.",,,,, 

sorceryPotionBomb_lightning,items,Gun,New,"[2f9970]Lightning[-] Potion Bomb",,,,, 
sorceryPotionBomb_lightning2,items,Gun,New,"[407fff]Lightning II[-] Potion Bomb",,,,, 
sorceryPotionBomb_lightning3,items,Gun,New,"[e60000]Lightning III[-] Potion Bomb",,,,, 
sorceryPotionBomb_lightningDesc,items,Gun,New,"Concocted by a Novice Alchemist, this [2f9970]Potion Bomb[-] will Shockburn a Small group of foes while Seldomly Electrocuting.\n\n[008e00]POTENCY[-]: +20% Damage per Level.",,,,, 
sorceryPotionBomb_lightning2Desc,items,Gun,New,"Concocted by an Adept Alchemist, this [407fff]Potion Bomb[-] will Shockburn a Medium group of foes while Occasionally Electrocuting.\n\n[008e00]POTENCY[-]: +20% Damage per Level.",,,,, 
sorceryPotionBomb_lightning3Desc,items,Gun,New,"Concocted by a Master Alchemist, this [e60000]Potion Bomb[-] will Shockburn a Large group of foes while Frequently Electrocuting.\n\n[008e00]POTENCY[-]: +20% Damage per Level.",,,,, 

sorceryPotionBomb_grass,items,Gun,New,"[2f9970]Grass[-] Potion Bomb",,,,, 
sorceryPotionBomb_grass2,items,Gun,New,"[407fff]Grass II[-] Potion Bomb",,,,, 
sorceryPotionBomb_grass3,items,Gun,New,"[e60000]Grass III[-] Potion Bomb",,,,, 
sorceryPotionBomb_grassDesc,items,Gun,New,"Concocted by a Novice Alchemist, this [2f9970]Potion Bomb[-] will clear grass and shrubs over a Moderate area.\n\n[008e00]POTENCY[-]: No Effect.",,,,, 
sorceryPotionBomb_grass2Desc,items,Gun,New,"Concocted by an Adept Alchemist, this [407fff]Potion Bomb[-] will clear grass and shrubs over a Large area.\n\n[008e00]POTENCY[-]: No Effect.",,,,, 
sorceryPotionBomb_grass3Desc,items,Gun,New,"Concocted by a Master Alchemist, this [e60000]Potion Bomb[-] will clear grass and shrubs over a Very Large area.\n\n[008e00]POTENCY[-]: No Effect.",,,,, 

buffSorceryIntroName,buffs,Buff,New,"Blessed by The Elders",,,,,
buffSorceryIntroTooltip,buffs,Buff,New,"[ae92d5]Essence[-] Harvesting is greatly increased",,,,,
buffSorceryIntroDesc,buffs,Buff,New,"Chosen by The Elders to perform impossible feats, you've received their blessing to aid your Ascension. Make haste to prove yourself worthy, as this blessing won't last forever:\n[ae92d5]ESSENCE[-] Harvesting is greatly increased for a limited time.\n\n[970000]Fire[-] Essence: [U]Oak and Burnt Trees, Boulders, Coal and Oil[/U]\n[02599c]Ice[-] Essence: [U]Winter Trees, Boulders and Potassium Nitrate[/U]\n[5c009d]Lightning[-] Essence: [U]Pine Trees, Boulders and Lead[/U]\n\nYou must consume Altin's [ae92d5]Elixir[-] of Knowledge... only then will you sense and discover [ae92d5]Essence[-].\n\nGood luck, young Sorcerer... you're gonna need it to survive what's to come.  -Unknown",,,,,

sorceryPerkSupportBronze,items,Book,New,"[9b874d]SORCERY KEY[-]: Noble Treasury Access",,,,,
sorceryPerkSupportBronzeDesc,items,Book,New,"[056900]NOBLE[-]: You are a worthy Noble supporter and wish to claim that which is rightfully yours!\n\n[9b874d]BECOME A SUPPORTER[-]: [U]www.SorceryMod.com[/U]\nPatrons of Sorcery make ongoing development possible... thank you for your support!",,,,,
sorceryPerkSupportSilver,items,Book,New,"[9b874d]SORCERY KEY[-]: Lord Treasury Access",,,,,
sorceryPerkSupportSilverDesc,items,Book,New,"[0036b8]LORD[-]: You are a worthy Lord supporter and wish to claim that which is rightfully yours!\n\n[9b874d]BECOME A SUPPORTER[-]: [U]www.SorceryMod.com[/U]\nPatrons of Sorcery make ongoing development possible... thank you for your support!",,,,,
sorceryPerkSupportGold,items,Book,New,"[9b874d]SORCERY KEY[-]: Royal Treasury Access",,,,,
sorceryPerkSupportGoldDesc,items,Book,New,"[6800ff]ROYAL[-]: You are a worthy Royal supporter and wish to claim that which is rightfully yours!\n\n[9b874d]BECOME A SUPPORTER[-]: [U]www.SorceryMod.com[/U]\nPatrons of Sorcery make ongoing development possible... thank you for your support!",,,,,




sorcery_zombieBurnt_intro,entityclasses,Entity,New,"Fallen Sorcerer",,,,,


SORCERY_END,,LOCALIZATION,,END,,,,,


